"注：
1. 本体资源创建时，带*红色字段为必填字段；同一对象的多个属性信息前，只需要重复填写“对象英文名称”。
2. 每列名称请勿修改，修改后会导致导入出错。实际使用时，样例数据需删除。",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ComplementaryProvider,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
ComplementaryProvider,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ComplementaryProvider,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ComplementaryProvider,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Regulator,术语Regulator,监督特定行业或商业活动的一方,启用,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
Regulator,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
Regulator,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
Regulator,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
Regulator,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
ServiceProvider,服务Provider,以某种形式向他人提供产品以换取报酬的组织或个人。,启用,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
ServiceProvider,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
ServiceProvider,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ServiceProvider,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ServiceProvider,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
ServiceProviderEmployee,服务ProviderEmployee,服务提供商雇员是指受服务提供商雇用以获得工资或薪水的个人。这被建模为扮演 ServiceProviderEmployee 角色的个体。 ServiceProviderEmployee 是一种 PartyRole。,启用,currentSalary,术语currentSalary,String,目前的固定定期付款，通常每月或每两周支付一次，但通常表示为每年金额，由雇主向雇员支付。,,
ServiceProviderEmployee,,,,employeeNr,术语employeeNr,String,员工的唯一标识号。,,
ServiceProviderEmployee,,,,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
ServiceProviderEmployee,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
ServiceProviderEmployee,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ServiceProviderEmployee,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ServiceProviderEmployee,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
ThirdPartyServiceProvider,Third参与方服务Provider,除了这两个主要涉及某种情况之外，还有一个 ServiceProvider。,启用,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
ThirdPartyServiceProvider,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
ThirdPartyServiceProvider,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ThirdPartyServiceProvider,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ThirdPartyServiceProvider,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Enterprise Domain.Workforce ABE,EnterpriseDomain.WorkforceABE,"劳动力 ABE 通过角色、技能、日历和其他特征对人力和其他现场资源进行建模。它还对工作描述以及技术人员的任务预留和分配进行建模。
它包含工作、工作规范、WorkforceResource 和 WorkforceSchedule。",启用,,,,,,
AtomicWork,术语AtomicWork,AtomicWork 代表 AtomicWorkSpecification 的实例化。一个 AtomicWork 可能包含在 0 个或多个 CompositeWork 中。,启用,quantity,术语quantity,String,"表示相同的工作任务已被相同地完成了多少次。
注：默认为1",,
AtomicWork,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
AtomicWork,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
AtomicWork,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
AtomicWorkSpecification,AtomicWork规格,一种没有任何从属 WorkSpecification 的 WorkSpecification 类型。 AtomicWorkSpecification 是叶级 WorkSpecification。,启用,isAppointmentRequired,术语isAppointmentRequired,String,指定此类工作是否需要与客户/所有者预约在其地点进行（«required»）,,
AtomicWorkSpecification,,,,standardCapacityRequired,术语standardCapacityRequired,String,正常条件下和假设完成工作所需的标准劳动力能力（工时、工日）（«required»）,,
AtomicWorkSpecification,,,,standardDuration,standard时长,String,在正常条件和假设下，完成工作所需的标准持续时间（«required»）,,
AtomicWorkSpecification,,,,status,状态,String,工作规范的状态，例如计划的、已批准的、活动的、非活动的（«required»）,,
AtomicWorkSpecification,,,,status,状态,String,规范的状态，例如有效、无效、计划中。（«required»）,,
AtomicWorkSpecification,,,,validFor,有效期限,String,产品规格书的有效期（«required»）,,
AtomicWorkSpecification,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
AtomicWorkSpecification,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
AtomicWorkSpecification,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
CompositeWork,术语CompositeWork,"CompositeWork 是 CompositeWorkSpecification 的实例，它保留配置特征。
一个 CompositeWork 至少包含一个 Work 本身 Composite 或 Atomic。",启用,quantity,术语quantity,String,"表示相同的工作任务已被相同地完成了多少次。
注：默认为1",,
CompositeWork,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
CompositeWork,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
CompositeWork,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
CompositeWorkSpecification,CompositeWork规格,通过聚合其他 WorkSpecification 形成的 WorkSpecification 类型，可以是 Composite WorkSpecification 或 Atomic WorkSpecification。,启用,isAppointmentRequired,术语isAppointmentRequired,String,指定此类工作是否需要与客户/所有者预约在其地点进行（«required»）,,
CompositeWorkSpecification,,,,standardCapacityRequired,术语standardCapacityRequired,String,正常条件下和假设完成工作所需的标准劳动力能力（工时、工日）（«required»）,,
CompositeWorkSpecification,,,,standardDuration,standard时长,String,在正常条件和假设下，完成工作所需的标准持续时间（«required»）,,
CompositeWorkSpecification,,,,status,状态,String,工作规范的状态，例如计划的、已批准的、活动的、非活动的（«required»）,,
CompositeWorkSpecification,,,,status,状态,String,规范的状态，例如有效、无效、计划中。（«required»）,,
CompositeWorkSpecification,,,,validFor,有效期限,String,产品规格书的有效期（«required»）,,
CompositeWorkSpecification,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
CompositeWorkSpecification,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
CompositeWorkSpecification,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Workforce ABE.Employee Pay ABE,WorkforceABE.EmployeePayABE,员工薪酬 ABE 提供了员工薪酬及相关组成部分、薪酬组、薪酬范围和薪酬等级的详细信息，这是 HCM 系统中定义的任何组织薪酬结构的核心结构。下图是实体及其关系的详细视图。,启用,,,,,,
EmployeePay,术语EmployeePay,"EmployeePay 描述员工的薪资信息，例如薪水、奖金或任何其他货币福利。
这对于阅读一段时间内的所有变化很有用。这通过频率金额付费组进一步定义。",启用,/amount,术语/amount,String,"该金额对应于 EmployeePay 期间每个 EmployeePayComponent 金额的总和（如果是费率则计算）。
它指定单位（任何货币）和值，例如 10 美元。",,
EmployeePay,,,,/amoutPeriod,术语/amoutPeriod,String,amountPeriod 指定金额涵盖的持续时间。例如，该金额可以对应于完整的年份。,,
EmployeePay,,,,ID,标识,String,EmployeePay 的唯一标识符。,是,
EmployeePay,,,,name,名称,String,用于描述 EmployeePay 的名称。,,是
EmployeePay,,,,validFor,有效期限,String,与 EmployeePay 相关的有效期。,,
EmployeePayComponent,术语EmployeePayComponent,"EmployeePayComponent 是定义员工薪酬组成部分的地方。他们的工资的每个部分都被定义为单独的行项目，并且可以具有不同的频率或货币。
该实体包括有效的日期历史。  工资组件对象存储支付给员工的所有元素，例如：基本工资奖金目标汽车津贴。
对于每个支付部分，您需要定义
• 如果该组件是定期付款或一次性付款
• 如果重复出现该频率
• 如果按绝对金额或百分比支付
• 如果是百分比，那么它占（其他支付组件或支付组件组）的百分比是多少？
• 如果是收入或扣除
• 是实际工资还是目标工资
• 是否应税或免税
• 是否应在自助服务中可见
• 如果由薪酬计划使用 经常性薪酬组成部分（例如基本工资）应定义为经常性属性设置为“是”，目标属性设置为“否”。",启用,amount,术语amount,String,"与 EmployeePayComponent 关联的值。它指定单位（任何货币）和值，例如 10 美元。
它要么对应于 PayComponentSpecification 指定的金额，要么对应于特定金额（如果 PayComponentSpecification 为空）。",,
EmployeePayComponent,,,,description,描述,String,EmployeePayComponent 的详细描述（如果需要）。,,
EmployeePayComponent,,,,ID,标识,String,EmployeePayComponent 的唯一标识符。,是,
EmployeePayComponent,,,,name,名称,String,用于描述 EmployeePayComponent 的名称。,,是
EmployeePayComponent,,,,validFor,有效期限,String,EmployeePayComponent 可用于构建工资单的有效期限。,,
PayComponentSpecification,PayComponent规格,"PayComponentSpecification 指定可能对应于固定工资、奖金的工资组成部分...
其中一些具有固定金额，而其他金额可能不会预先定义，因为它可以特定于员工，同时尊重 PayRange 阈值（最低和最高工资）。",启用,amount,术语amount,String,"与 PayComponentSpecification 关联的值。它指定单位（任何货币或%）和值，例如$10 或20%。
如果具有相同 PayComponentSpecification 的不同员工的金额可能不同，则为空。",,
PayComponentSpecification,,,,amountPeriod,术语amountPeriod,String,amountPeriod 指定金额涵盖的持续时间。例如，该金额可能对应于完整的一年，在这种情况下，如果每月执行一次付款，则该金额将除以 12 以得出一次付款的金额。,,
PayComponentSpecification,,,,ID,标识,String,PayComponentSpecification 的唯一标识符。,是,
PayComponentSpecification,,,,name,名称,String,用于描述 PayComponentSpecification 的名称。,,是
PayComponentSpecification,,,,paymentFrequency,支付Frequency,String,paymentFrequency 对应于应用 PayComponentSpecification 的频率。例如，对于基本工资，可能按月应用；对于奖金部分，可能按年应用。,,
PayComponentSpecification,,,,validFor,有效期限,String,PayComponentSpecification 可用于 EmployeePayComponent 的有效期限。,,
PayGrade,术语PayGrade,薪资等级是定义员工将获得的薪资金额的一个步骤。薪资等级可能会或可能不会根据职位的工作描述中所履行的职责水平、职位所行使的权力以及员工执行该工作的时间长度来定义。这通常与提供等级步骤和有效性的进一步详细信息的薪资范围相关。,启用,ID,标识,String,PayGrade 的唯一标识符。,是,
PayGrade,,,,paySaleType,paySale类型,String,与基于组织薪资结构的薪资等级信息关联的类型。,,
PayGrade,,,,sequenceNumber,sequence编号,String,相同薪资等级的薪资等级类型中维护的顺序，以维护薪资系统中支付金额的差异。,,
PayGroup,Pay分组,"薪酬组实体提供保存属于同一类别的员工/个人组的信息的能力。
执行工资单的机构以及付款频率进一步延长了这一范围。",启用,description,描述,String,,,
PayGroup,,,,frequency,术语frequency,String,PayGroup 的工资单生成频率。,,
PayGroup,,,,ID,标识,String,PayGroup 的唯一标识符。,是,
PayRange,Pay范围,"PayRange 定义员工的薪资范围。它指定了范围内的最小、平均和最大金额。
它提供的信息主要用于计算补偿比和射程穿透力。
通常薪资范围与薪资等级相关。
默认情况下，薪酬范围由地理区域、薪酬等级和法律实体定义。  例如组织可以定义与特定 PayGrade 相关的 PayRange。
PayGrade G-1 - 序列 1 的最高工资为 70KGBP，平均工资为 60K GBP，最低工资为 50K GBP",启用,amountPeriod,术语amountPeriod,String,amountPeriod 对应于最低、最高和平均工资的金额期间。,,
PayRange,,,,averagePay,术语averagePay,String,此薪资范围的中点。这将在全局对齐时定义。此字段将定义员工在特定薪资范围内可以获得的薪资金额的中点。,,
PayRange,,,,ID,标识,String,PayRange 的唯一标识符。,是,
PayRange,,,,maximumPay,术语maximumPay,String,此薪资范围的最高薪资。这将在全局对齐时定义。该字段将定义特定薪资范围内员工可以获得的最高工资金额。,,
PayRange,,,,minimumPay,术语minimumPay,String,此薪资范围的最低工资。这将在全局对齐时定义。此字段将定义特定薪资范围内员工可以获得的最低工资金额。,,
PayRange,,,,name,名称,String,,,是
PayRollAgency,术语PayRollAgency,PayRollAgency 是由作为与其他方进行业务互动的公平合作伙伴的一方扮演的一方角色，扮演参与组织薪资执行的代理机构。,启用,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
PayRollAgency,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
PayRollAgency,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PayRollAgency,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PayRollAgency,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PaySpecification,Pay规格,PaySpecification 指定属于 PayRange 中 Pay 一部分的 PayComponents。,启用,ID,标识,String,PaySpecification 的唯一标识符。,是,
PaySpecification,,,,name,名称,String,用于描述 PaySpecification 的名称。,,是
PaySpecification,,,,validFor,有效期限,String,PaySpecification 可用于 EmployeePay 的有效期。,,
Workforce ABE.Work Specification ABE,WorkforceABE.Work规格ABE,工作规范指定了一种可以由技术人员手动执行的工作。构成 WorkSpecification ABE 的两个关键实体是 WorkSpecification 和 WorkSpecFulfillmentRate。,启用,,,,,,
WorkSpecFulfillmentRate,术语WorkSpecFulfillmentRate,在规划和工作规范配置中使用的实体。表示一个比率，显示给定组织在给定位置（或服务区域）以给定能力（消耗能力属性）可以执行多少特定工作任务（数量属性）。例如，凭借100个工时的光纤布放技能，一个组织可以在市区完成200个“挖地下电缆沟，长度为200m”的工作。,启用,consumptionCapacity,术语consumptionCapacity,String,该地点完成的工作所需且组织可以提供的劳动力能力。值的单位可以是工时、工日等（«required»）,,
WorkSpecFulfillmentRate,,,,quantity,术语quantity,String,组织可以使用可用能力同时为该位置执行的相同工作任务（由 WorkSpecification 定义）的最大数量（«required»）,,
WorkSpecFulfillmentRate,,,,standardDrivingTime,standardDriving时间,String,组织技术人员在服务区域内的工作地点之间行驶的标准驾驶时间,,
WorkSpecification,Work规格,"WorkSpecification 描述了一种（手动）工作的特征。特征/特征值模式可以应用于工作规范（并且工作作为实例）。例如，工作规范可以是“机架中服务器刀片的组装”。
WorkSpecification 可以是原子的（在基本 WorkSpecification 的情况下）或复合的（在可能聚合多个 WorkSpecification 的复杂 WorkSpecification 的情况下）。",启用,isAppointmentRequired,术语isAppointmentRequired,String,指定此类工作是否需要与客户/所有者预约在其地点进行（«required»）,,
WorkSpecification,,,,standardCapacityRequired,术语standardCapacityRequired,String,正常条件下和假设完成工作所需的标准劳动力能力（工时、工日）（«required»）,,
WorkSpecification,,,,standardDuration,standard时长,String,在正常条件和假设下，完成工作所需的标准持续时间（«required»）,,
WorkSpecification,,,,status,状态,String,工作规范的状态，例如计划的、已批准的、活动的、非活动的（«required»）,,
WorkSpecification,,,,status,状态,String,规范的状态，例如有效、无效、计划中。（«required»）,,
WorkSpecification,,,,validFor,有效期限,String,产品规格书的有效期（«required»）,,
WorkSpecification,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
WorkSpecification,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
WorkSpecification,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
WorkSpecificationCost,Work规格Cost,分配给工作规范的货币金额，代表企业计划、开发和实施工作规范的成本。,启用,costToBusiness,cost结束业务,String,工作成本的金额（«required»）,,
WorkSpecificationRole,Work规格角色,这是一个抽象基类，它根据一组角色定义了 WorkSpecification，然后使用这些角色来表征工作的不变功能。例如，电缆布局工作的规范可以具有网络构建的作用，或者服务履行任务的作用。,启用,name,名称,String,该工作规范可以扮演的角色名称，或者该规范的子类型名称（«required»）,,是
WorkSpecificationType,Work规格类型,对具有共同特征的工作规范进行分组的分类。例如，设备维护工作类型，或网络故障排除类型。该类可用于呈现工作规范的“目录”。,启用,type,类型,String,WorkSpecification 类型的名称，用于对作品进行分组或编目。例如，类型可以是ServiceInstallation Works、Infra设施工程等（«required»）,,
WorkSpecificationVersion,Work规格版本,工作规范的一种特定形式或变体，不同于其他形式或原始形式。该形式表示表征 WorkSpecification 的属性差异，但这些差异不足以证明创建新 WorkSpecification 的合理性。,启用,date,日期,String,版本创建日期。（«required»）,,
WorkSpecificationVersion,,,,number,编号,String,一个数字，表示该版本在版本序列中出现的次数。（«required»）,,
WorkSpecificationVersion,,,,type,类型,String,"该版本的意义。
允许值：主要、次要（«required»）",,
WorkSpecificationVersion,,,,validFor,有效期限,String,版本适用期限（«required»）,,
WorkSpecRelationship,WorkSpec关系,该关联类指定 WorkSpecifications 之间的关系。例如，设备维护工作任务需要服务重新路由工作任务。注意：这个Relationship会影响Project ABE中对应的WorkItem之间的Relationship，即WorkOrderFulfillment（start-to-start，start-to-finish等），以及Scheduling机制。,启用,type,类型,String,关系类型，可以是依赖、替代、互斥等（«required»）,,
WorkSpecRelationship,,,,validFor,有效期限,String,关系有效的时间段（«required»）,,
Workforce ABE.Workforce Resource ABE,WorkforceABE.Workforce资源ABE,WorkforceResource ABE 代表参与现场操作的员工和其他非人力资源。,启用,,,,,,
WorkforceEmployeePool,术语WorkforceEmployeePool,表示员工池，作为可分配工作任务的一组或一组员工。一个 WorkforceOrganizationRole 可以有多个劳动力池，反之亦然，一个池可以包含来自多个组织的员工。池的示例有光纤安装团队、服务维修团队等。池包含具有特定技能、可用性、位置、其他限制和偏好的人员/资源。池与容量相关。例如，WorkForceEmpolyeePool 显示，7 月 1 日上午 8 点到下午 12 点，纽约地区有 100 个具有光纤布局技能的工时。池容量的详细模型（具体到时间段、技能/工作级别）是未来 SID 版本的主题。,启用,isWfSupplierEmployeePool,术语isWfSupplierEmployeePool,String,指示该人才库是由劳动力提供商公司还是由第三方承包商管理,,
WorkforceEmployeePoolAssignment,术语WorkforceEmployeePoolAssignment,表示关联类并定义将员工分配到池的特定特征。例如，将光纤技术人员分配到安装和维修团队池中，在第一季度为纽约地区提供服务。,启用,poolAssignmentRestriction,术语poolAssignmentRestriction,String,表示除时间段外的任何作业限制。例如，与其他分配相比，该员工分配到池中的优先级最高。,,
WorkforceEmployeePoolAssignment,,,,validFor,有效期限,String,分配有效的时间段。,,
WorkforceEmployeeRole,WorkforceEmployee角色,这是一个 PartyRole，代表作为具有特定技能的员工参与劳动力流程的个人。例如，现场技术员、网络工程师、主管等。,启用,skillLevel,skill级别,String,表示技术人员的资格级别：例如实习生、入门级、高级/高级（«required»）,,
WorkforceEmployeeRole,,,,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
WorkforceEmployeeRole,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
WorkforceEmployeeRole,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
WorkforceEmployeeRole,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
WorkforceEmployeeRole,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
WorkforceOrganizationRole,Workforce组织角色,这是代表参与现场操作的组织的 PartyRole。它可以是 CSP 现场技术人员部门本身，也可以是第三方承包商公司。请注意，OrganizationRole 具有 Calendar，继承自 PartyRole 的 Calendar。,启用,organizationRoleName,组织角色名称,String,组织角色名称（«required»）,,
WorkforceOrganizationRole,,,,status,状态,String,用于跟踪生命周期状态，例如现有、潜在或以前的客户。（«required»）,,
WorkforceOrganizationRole,,,,validFor,有效期限,String,PartyRole的有效时间段（«required»）,,
WorkforceOrganizationRole,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
WorkforceOrganizationRole,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
WorkforceOrganizationRole,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
WorkforcePoolAssignment,术语WorkforcePoolAssignment,表示将员工或其他资源分配给池的抽象类。一名员工可以被分配到多个池。属性 poolAssignmentRestriction 是一个占位符，表示除时间段之外的任何分配限制。池分配将更新某些组织的可用容量 WorkSchedule。,启用,poolAssignmentRestriction,术语poolAssignmentRestriction,String,表示除时间段外的任何作业限制。例如，与其他分配相比，该员工分配到池中的优先级最高。,,
WorkforcePoolAssignment,,,,validFor,有效期限,String,分配有效的时间段。,,
WorkforceResourcePool,Workforce资源Pool,将资源池表示为可分配给工作任务的一组资源（物理和逻辑）。例如，达拉斯一个工作日的光纤部署池包含 X 辆卡车、Y 辆测试套件等。,启用,isWfSupplierResourcePool,isWfSupplier资源Pool,String,指示该人才库是由劳动力提供商公司还是由第三方承包商管理,,
WorkforceResourcePoolAssignment,Workforce资源PoolAssignment,表示关联类并定义将资源分配到池的特定特征。例如，将 7 月份的光纤测试套件分配给达拉斯池。,启用,poolAssignmentRestriction,术语poolAssignmentRestriction,String,表示除时间段外的任何作业限制。例如，与其他分配相比，该员工分配到池中的优先级最高。,,
WorkforceResourcePoolAssignment,,,,validFor,有效期限,String,分配有效的时间段。,,
WorkforceResourceRole,Workforce资源角色,定义与 WorkforceResources 相关的各种类型角色的概念（物理和逻辑）。例如，工具（仪表、梯子）、卡车、GPS、手持设备等。,启用,status,状态,String,表示资源的工作状态（«required»）,,
WorkforceResourceRole,,,,roleCombination,角色Combination,String,"roleCombination 是一组字符串属性，用于从一组更大的可用策略中识别并可能为一组托管实体选择一个或多个策略。
该属性的值应以逗号分隔值格式输入；空白应该被忽略。",,
WorkforceResourceRole,,,,roleSelectionMethod,角色SelectionMethod,String,"这是一个枚举整数，定义了用于选择映射到该对象的 roleCombination 属性中包含的一个或多个角色的一个或多个实体的精确方法。值包括：
0：检索全部
1：检索交集
例如，假设有一个外部查询引擎正在寻找角色边缘或以太网。此查询的结果将查看其正在查询的每个托管对象的 roleCombination 和 roleSelectionMethod 属性。
如果此属性的值为 0，则将检索其 roleCombination 设置为 {edge}、{ethernet} 或 {edge, ethernet} 的所有托管对象。相反，如果该属性的值为 1，则仅检索 roleCombination 属性设置为 {edge, ethernet} 的托管对象。",,
WorkforceResourceRole,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
WorkforceResourceRole,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
WorkforceResourceRole,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
WorkforceResourceTool,Workforce资源Tool,代表劳动力资源特定角色的示例类。例如测试仪套件、GPS、卡车等。,启用,status,状态,String,表示资源的工作状态（«required»）,,
WorkforceResourceTool,,,,roleCombination,角色Combination,String,"roleCombination 是一组字符串属性，用于从一组更大的可用策略中识别并可能为一组托管实体选择一个或多个策略。
该属性的值应以逗号分隔值格式输入；空白应该被忽略。",,
WorkforceResourceTool,,,,roleSelectionMethod,角色SelectionMethod,String,"这是一个枚举整数，定义了用于选择映射到该对象的 roleCombination 属性中包含的一个或多个角色的一个或多个实体的精确方法。值包括：
0：检索全部
1：检索交集
例如，假设有一个外部查询引擎正在寻找角色边缘或以太网。此查询的结果将查看其正在查询的每个托管对象的 roleCombination 和 roleSelectionMethod 属性。
如果此属性的值为 0，则将检索其 roleCombination 设置为 {edge}、{ethernet} 或 {edge, ethernet} 的所有托管对象。相反，如果该属性的值为 1，则仅检索 roleCombination 属性设置为 {edge, ethernet} 的托管对象。",,
WorkforceResourceTool,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
WorkforceResourceTool,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
WorkforceResourceTool,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Workforce Resource ABE.Work ABE,Workforce资源ABE.WorkABE,,启用,,,,,,
Work,术语Work,Work 实体用于记录实际执行的工作，即为 WorkSpecification 描述的实际工作创建该实体的实例。如果为 WorkSpecification 定义了特征，则工作实例会为这些特征分配一个不同的值。 Work 的实例与 WorkOrderItem 关联。如果相同的工作已相同地完成多次（基于 WorkOrderItem 中的相似属性），则可以使用数量属性。,启用,quantity,术语quantity,String,"表示相同的工作任务已被相同地完成了多少次。
注：默认为1",,
Work,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
Work,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
